date,open,high,low,close,volume,adj_close,returns,log_returns,volatility
2023-06-19,26339.98,27068.09,26256.61,26844.35,35872.65974,26844.35,0.019148844892382,0.0189678131440085,0.020106145084007526
2023-06-20,26844.35,28402.74,26652.0,28307.99,69666.95525,28307.99,0.05452320506922326,0.05308872645011515,0.027161154564299312
2023-06-21,28308.0,30800.0,28257.99,29993.89,108926.40412,29993.89,0.0595556236949355,0.057849597296170514,0.024140135962123974
2023-06-22,29993.89,30500.0,29525.61,29884.92,59054.5646,29884.92,-0.003633073269255882,-0.0036396889082070654,0.026593539622206248
2023-06-23,29884.92,31431.94,29800.0,30688.5,73931.89635,30688.5,0.026889146766998273,0.026533986237444202,0.026514647979052425
2023-06-24,30688.51,30800.0,30250.0,30527.43,30513.30135,30527.43,-0.005248545872232224,-0.005262367873937984,0.028015826721004857
2023-06-25,30527.44,31046.01,30277.49,30462.66,30223.44801,30462.66,-0.002121698420076701,-0.002123952410926466,0.027319710499486814
2023-06-26,30462.67,30666.0,29930.0,30267.99,45180.41489,30267.99,-0.0063904465335593574,-0.00641095284669021,0.029289509035868525
2023-06-27,30267.99,30994.97,30226.17,30692.44,42699.64157,30692.44,0.014023065291087988,0.013925651745678577,0.024381449767332412
2023-06-28,30692.44,30709.74,29858.8,30077.41,40463.51937,30077.41,-0.020038485047132126,-0.020241978544881276,0.015305605198561376
2023-06-29,30077.4,30843.98,30049.98,30447.31,36330.62903,30447.31,0.012298266373334643,0.012223257058951633,0.015766626550215712
2023-06-30,30447.31,31282.0,29500.0,30472.0,89419.07618,30472.0,0.0008109090753829484,0.0008105804662547625,0.011666398327339685
2023-07-01,30471.99,30661.6,30320.57,30585.9,17501.75075,30585.9,0.003737857705434555,0.0037308892745919983,0.011609153010948546
2023-07-02,30585.9,30791.0,30155.0,30617.03,23286.41019,30617.03,0.00101778924275564,0.001017271646457164,0.011559125419945922
2023-07-03,30617.02,31380.0,30570.27,31156.2,43761.64311,31156.2,0.017610133967925767,0.01745687224902878,0.012591239362555146
2023-07-04,31156.2,31350.69,30620.0,30766.51,33206.11943,30766.51,-0.012507622880839175,-0.012586501609656327,0.013126216042181853
2023-07-05,30766.52,30878.07,30200.0,30504.81,33215.67122,30504.81,-0.008506002143239377,-0.008542384639438915,0.010614033134497606
2023-07-06,30504.8,31500.0,29850.45,29895.43,71319.6261,29895.43,-0.019976521735424746,-0.02017875019166179,0.012303825082822732
2023-07-07,29895.42,30449.0,29701.02,30344.7,34070.53895,30344.7,0.015028049437656454,0.014916247025860701,0.014005790736951407
2023-07-08,30344.7,30386.81,30044.47,30284.63,13094.59042,30284.63,-0.001979587868721766,-0.0019815498424806542,0.013882696458117027
2023-07-09,30284.63,30445.52,30061.12,30160.71,15388.50196,30160.71,-0.004091844608965056,-0.004100239112277894,0.013872971199814023
2023-07-10,30160.71,31045.78,29950.0,30411.57,41262.87652,30411.57,0.008317443455409412,0.008283044133908972,0.01199435857765093
2023-07-11,30411.57,30813.63,30300.0,30622.1,28476.83311,30622.1,0.006922694224599457,0.006898842392956891,0.011778492478575445
2023-07-12,30622.1,30983.25,30210.0,30380.0,38108.99669,30380.0,-0.007906054777431892,-0.007937473335964864,0.011713483394422667
2023-07-13,30380.0,31804.2,30251.0,31454.23,70772.51836,31454.23,0.03535977616853181,0.034748976139702924,0.014693065399202747
2023-07-14,31454.23,31630.0,29900.0,30312.01,60749.48424,30312.01,-0.036313716787853334,-0.03698946968873567,0.021483549546265693
2023-07-15,30312.0,30390.9,30200.0,30289.52,14118.55329,30289.52,-0.0007419501379155591,-0.0007422255191403193,0.02146920719069233
2023-07-16,30289.52,30441.46,30064.29,30231.99,15760.1281,30231.99,-0.0018993368003190625,-0.0019011428276580337,0.02141171807452357
2023-07-17,30232.0,30336.96,29659.2,30138.0,30882.76839,30138.0,-0.0031089584245033164,-0.0031138012758330853,0.02115344795909691
2023-07-18,30138.01,30239.78,29512.0,29859.13,30003.8601,29859.13,-0.009253102395646695,-0.00929617827722886,0.021014271697468275
2023-07-19,29859.14,30189.09,29761.96,29909.21,25657.36137,29909.21,0.0016772089474810237,0.0016758040032582482,0.020984616588238268
2023-07-20,29909.21,30417.46,29570.96,29800.0,37540.68193,29800.0,-0.003651383637347849,-0.00365806621063334,0.013093046057416126
2023-07-21,29800.0,30061.7,29726.34,29901.72,23881.40865,29901.72,0.003413422818792089,0.0034076103143899864,0.004101971918044594
2023-07-22,29901.72,29999.0,29625.1,29794.0,14660.40467,29794.0,-0.0036024683529910506,-0.0036089728683473903,0.004105475544924412
2023-07-23,29793.99,30350.0,29730.0,30083.75,18292.78637,30083.75,0.009725112438746075,0.009678127907075769,0.006155573957327447
2023-07-24,30083.75,30099.58,28861.9,29176.5,39628.99691,29176.5,-0.03015747704325422,-0.030621568131757492,0.012816268628928396
2023-07-25,29176.5,29376.0,29047.65,29228.91,21565.7478,29228.91,0.001796308673075897,0.0017946972401168204,0.012820890580404828
2023-07-26,29228.91,29690.0,29096.94,29351.96,33931.63366,29351.96,0.0042098730332400525,0.004201036310069169,0.01300830381437888
2023-07-27,29351.95,29567.49,29083.85,29222.78,22476.47626,29222.78,-0.004401068957575638,-0.004410782171051959,0.013021390688968853
2023-07-28,29222.78,29542.22,29123.12,29314.14,23993.61627,29314.14,0.003126328159059444,0.0031214513568593983,0.012999298313175837
2023-07-29,29314.14,29406.92,29256.18,29352.9,10851.36844,29352.9,0.0013222287947045608,0.0013213554199944793,0.013078973885287642
2023-07-30,29352.9,29449.0,29033.24,29281.09,15706.97441,29281.09,-0.0024464362976061027,-0.002449433712539638,0.012018025679289203
2023-07-31,29281.09,29530.0,29101.8,29232.25,22605.48964,29232.25,-0.0016679706937139382,-0.0016693633056041337,0.003164156252975185
2023-08-01,29232.26,29739.25,28585.7,29705.99,44719.65162,29705.99,0.01620607377126304,0.016076157104390566,0.006853639815876291
2023-08-02,29705.99,30047.5,28927.5,29186.01,48181.65141,29186.01,-0.01750421379661149,-0.017659224099430867,0.010038103651148999
2023-08-03,29186.0,29433.33,28968.0,29193.64,26476.91994,29193.64,0.00026142662186434684,0.0002613924558795061,0.009910613431281388
2023-08-04,29193.65,29333.08,28807.54,29113.99,23551.95217,29113.99,-0.002728333979592712,-0.002732062666357572,0.009839711085635413
2023-08-05,29114.0,29152.23,28978.64,29072.13,11645.52018,29072.13,-0.0014377967430778682,-0.0014388313646510047,0.009789274051088863
2023-08-06,29072.13,29205.09,28991.88,29088.42,13178.1972,29088.42,0.0005603304608226001,0.0005601735343276643,0.009798137121287758
2023-08-07,29088.43,29276.78,28701.03,29211.06,30966.87746,29211.06,0.004216110740975276,0.004207247848642796,0.009972272585959837
2023-08-08,29211.06,30244.0,29146.45,29770.42,45700.53392,29770.42,0.019148911405474367,0.01896787840738051,0.010800020397418305
2023-08-09,29770.41,30160.0,29376.67,29581.99,38003.88725,29581.99,-0.006329437072100319,-0.006349552885029144,0.00824250249324626
2023-08-10,29581.99,29738.0,29320.2,29455.75,23463.45373,29455.75,-0.0042674613844437825,-0.004276592986209428,0.008568954023256952
2023-08-11,29455.76,29564.52,29252.45,29426.03,20637.0443,29426.03,-0.0010089710837443144,-0.0010094804377126705,0.00845786398786996
2023-08-12,29426.02,29481.35,29381.56,29430.17,8971.48068,29430.17,0.0001406917616817438,0.0001406818655240356,0.008385520881881384
2023-08-13,29430.18,29474.65,29272.32,29303.84,11101.70947,29303.84,-0.004292533818187172,-0.004301773191170979,0.008697947564123796
2023-08-14,29303.85,29695.32,29102.45,29430.93,31443.11532,29430.93,0.004336974266853755,0.0043275966976988696,0.008705311799511253
2023-08-15,29430.92,29499.26,29059.6,29200.0,27503.87691,29200.0,-0.007846507059070196,-0.0078774528796102,0.004184919272735205
2023-08-16,29200.01,29259.85,28723.08,28730.51,32996.69854,28730.51,-0.016078424657534285,-0.016209084961303622,0.00653567466639904
2023-08-17,28730.51,28783.48,25166.0,26623.41,100271.54033,26623.41,-0.07334015302895769,-0.07616872037641167,0.026964926222278106
2023-08-18,26623.41,26832.6,25619.0,26054.0,69790.65711,26054.0,-0.0213875683092436,-0.021619596661148415,0.02642160829686241
2023-08-19,26054.0,26281.0,25801.09,26100.01,26160.75343,26100.01,0.001765947647194288,0.0017643901949644589,0.02660307367778619
2023-08-20,26100.01,26299.0,25971.05,26189.99,19056.91209,26189.99,0.003447508257659715,0.003441579224086804,0.02735456100708227
2023-08-21,26190.0,26258.42,25812.0,26126.92,30267.24233,26126.92,-0.0024081719771562593,-0.0024110762869472635,0.026645394519016763
2023-08-22,26126.92,26139.42,25300.0,26056.0,34247.06688,26056.0,-0.0027144416563451568,-0.0027181324335439115,0.026993109420273366
2023-08-23,26055.99,26819.27,25812.82,26432.72,44023.69978,26432.72,0.014458090267116974,0.01435456870308414,0.029311650092323845
2023-08-24,26432.71,26577.87,25864.0,26180.05,30205.22116,26180.05,-0.009558985984038038,-0.009604966342235453,0.01116242447739143
2023-08-25,26180.05,26314.05,25777.15,26060.01,27753.33772,26060.01,-0.0045851707693453925,-0.004595714908301547,0.007633067776136332
2023-08-26,26060.0,26125.77,25985.92,26017.37,10022.22322,26017.37,-0.0016362234703670708,-0.0016375635459644805,0.007614470015758696
2023-08-27,26017.38,26182.23,25966.11,26101.77,12099.64216,26101.77,0.003243986613558514,0.00323873624067934,0.0075975746648608965
2023-08-28,26101.78,26253.99,25864.5,26120.0,22692.62655,26120.0,0.0006984200688304742,0.000698176287035663,0.007555238443886239
2023-08-29,26120.0,28142.85,25922.0,27716.34,74251.99488,27716.34,0.061115620214395205,0.059320826564098275,0.024117494634317945
2023-08-30,27716.34,27768.57,27017.24,27299.99,35448.25848,27299.99,-0.015021824670934159,-0.0151357950818478,0.02555785393707715
2023-08-31,27299.99,27587.51,25655.01,25940.78,51032.80401,25940.78,-0.04978793032524931,-0.05107008806335594,0.032836026024076266
2023-09-01,25940.77,26156.0,25333.75,25805.05,41032.15056,25805.05,-0.005232302189833948,-0.005246038619321044,0.03284919228167256
2023-09-02,25805.04,25987.5,25752.47,25869.51,16250.77698,25869.51,0.002497960670488908,0.0024948459526167835,0.032871865770929765
2023-09-03,25869.52,26135.0,25800.0,25971.21,17474.47667,25971.21,0.003931268895313478,0.003923561650647033,0.03288543112698371
2023-09-04,25971.21,26108.02,25631.21,25826.02,21777.59609,25826.02,-0.005590421085501895,-0.005606105973525642,0.032940837081202455
2023-09-05,25826.03,25915.49,25562.62,25792.1,21323.39337,25792.1,-0.0013134040785224288,-0.0013142673496244822,0.018601843730264266
2023-09-06,25792.11,26040.0,25372.51,25759.95,27262.52386,25759.95,-0.0012465057129895651,-0.0012472832474370724,0.018719425906172586
2023-09-07,25759.95,26443.14,25615.38,26255.0,27687.49567,26255.0,0.01921781680476853,0.019035486849342184,0.008479777807864608
2023-09-08,26255.0,26445.5,25647.26,25910.5,28999.76471,25910.5,-0.01312131022662355,-0.01320815513349337,0.009958117965723505
2023-09-09,25910.5,25945.09,25796.64,25901.61,10980.62277,25901.61,-0.0003431041469674767,-0.0003431630206622342,0.009926909226050848
2023-09-10,25901.6,26033.66,25570.57,25841.61,18738.26914,25841.61,-0.002316458320544501,-0.0023191454606873935,0.009817797297843697
2023-09-11,25841.6,25900.69,24901.0,25162.52,41682.32,25162.52,-0.026278935406888304,-0.02663039767580389,0.013836297108386639
2023-09-12,25162.53,26567.0,25131.48,25840.1,56434.38537,25840.1,0.026928145511657675,0.02657196307677719,0.018088146506973653
2023-09-13,25840.1,26405.22,25764.17,26222.0,31610.82753,26222.0,0.01477935456906132,0.014671204201257093,0.01884263709127357
2023-09-14,26222.0,26860.49,26126.77,26522.73,38333.1725,26522.73,0.011468614140797806,0.011403348118842957,0.017914915573448202
2023-09-15,26522.73,26888.0,26224.0,26600.0,26227.29369,26600.0,0.0029133501717206745,0.0029091145916004006,0.016704921907383284
2023-09-16,26599.99,26777.0,26445.0,26559.67,13960.93351,26559.67,-0.001516165413533943,-0.0015173159554027868,0.01676012568887145
2023-09-17,26559.67,26623.25,26399.0,26527.51,12998.10277,26527.51,-0.0012108584180451354,-0.0012115920994153866,0.016698954096857385
2023-09-18,26527.5,27409.0,26377.35,26762.51,43000.43256,26762.51,0.00885872816559119,0.008819719840065637,0.010105653293891778
2023-09-19,26762.5,27483.57,26667.79,27210.26,36190.52187,27210.26,0.016730493514995448,0.01659208048714994,0.0074605883361800835
2023-09-20,27210.25,27388.63,26800.0,27125.0,34207.21867,27125.0,-0.0031333768953327734,-0.003138296199427117,0.007591281992388337
2023-09-21,27125.01,27159.6,26377.7,26568.08,34476.82662,26568.08,-0.020531612903225693,-0.020745316649489014,0.01155687278330955
2023-09-22,26568.08,26743.38,26468.77,26580.14,18198.2292,26580.14,0.00045392817245337724,0.0004538251782273123,0.011501487273657279
2023-09-23,26580.14,26632.81,26509.0,26575.96,9440.7026,26575.96,-0.00015726027026197187,-0.0001572726369548166,0.011484067777587769
2023-09-24,26575.97,26738.54,26122.08,26248.38,15706.65771,26248.38,-0.012326177492741452,-0.01240277490489352,0.012432008413923947
2023-09-25,26248.39,26446.15,25990.46,26304.81,26266.2039,26304.81,0.0021498469619840588,0.002147539347757194,0.011745026437708288
2023-09-26,26304.8,26397.46,26088.34,26221.67,18495.35066,26221.67,-0.0031606386816709353,-0.0031656440496646743,0.008222669365598371
2023-09-27,26221.68,26850.0,26112.06,26372.99,34771.57978,26372.99,0.005770799495226742,0.005754212215801185,0.009230489321699207
2023-09-28,26373.0,27308.48,26342.4,27021.39,44517.83491,27021.39,0.024585759900564774,0.024288394222757907,0.011267227662994378
2023-09-29,27021.39,27244.89,26665.16,26906.96,28478.76219,26906.96,-0.004234793250828317,-0.0042437853832940535,0.011543301170539198
2023-09-30,26906.96,27094.99,26886.31,26962.56,12804.62307,26962.56,0.002066379851161315,0.002064247824862265,0.011510886436172825
2023-10-01,26962.57,28065.51,26954.09,27992.57,24602.81468,27992.57,0.03820149125305594,0.03748988079317705,0.015933732008859208
2023-10-02,27992.58,28580.0,27281.44,27494.51,57071.14241,27494.51,-0.017792578530660186,-0.017952769440012815,0.018933922378918812
2023-10-03,27494.51,27676.52,27160.5,27426.46,28928.96555,27426.46,-0.0024750395624435484,-0.0024781075361443865,0.01887736387076391
2023-10-04,27426.45,27839.72,27202.0,27778.57,29816.142,27778.57,0.012838332034101452,0.012756619276586195,0.019014819497244418
2023-10-05,27778.57,28120.39,27352.0,27410.39,30681.49619,27410.39,-0.013254101993011136,-0.013342721522066095,0.018757638432889745
2023-10-06,27410.39,28295.0,27175.94,27931.09,37983.24277,27931.09,0.01899644623808716,0.018818266735082634,0.019472387852821536
2023-10-07,27931.1,28029.67,27842.08,27956.67,13348.83825,27956.67,0.0009158253401495564,0.0009154062279922295,0.019511132442754466
2023-10-08,27956.67,28095.14,27687.5,27917.05,19693.56921,27917.05,-0.0014171931063320375,-0.0014181982742726472,0.013078122335054924
2023-10-09,27917.06,27987.93,27260.0,27590.12,31534.74639,27590.12,-0.01171076456860598,-0.011779875664382407,0.011869487025638115
2023-10-10,27590.12,27735.0,27298.0,27390.12,22776.84383,27390.12,-0.007248971733359588,-0.007275373195296091,0.012205087688516249
2023-10-11,27390.12,27477.39,26538.66,26875.52,37349.44706,26875.52,-0.018787796475517426,-0.01896652932854734,0.01245726369667341
2023-10-12,26875.52,26947.04,26555.0,26759.63,23428.64112,26759.63,-0.004312102612340163,-0.004321426540286491,0.011871888078163209
2023-10-13,26759.63,27130.0,26685.0,26862.0,24115.76499,26862.0,0.0038255386939205493,0.0038182399293200187,0.007793148832846416
2023-10-14,26862.0,26989.58,26789.0,26852.48,10417.25576,26852.48,-0.00035440399076769324,-0.0003544668067039467,0.007631048453329588
2023-10-15,26852.48,27293.33,26808.25,27154.15,15274.6917,27154.15,0.011234344090378379,0.011171707530674917,0.009961117060044714
2023-10-16,27154.14,30000.0,27112.66,28500.78,78399.22445,28500.78,0.04959205130707445,0.04840156611029453,0.021832013992227405
2023-10-17,28500.77,28613.65,28069.32,28395.91,38428.44532,28395.91,-0.003679548419376566,-0.0036863346095197267,0.02154209191505891
2023-10-18,28395.91,28982.36,28142.87,28320.0,32162.47591,28320.0,-0.00267327231280845,-0.0026768518861103275,0.019273036954221435
2023-10-19,28320.0,28916.89,28100.66,28713.71,35895.50179,28713.71,0.013902189265536657,0.01380644022600064,0.01860498791966141
2023-10-20,28713.71,30207.55,28578.29,29669.04,59422.0992,29669.04,0.0332708660775638,0.03272936881268124,0.020169629718427767
2023-10-21,29669.05,30379.99,29464.77,29909.8,27517.51897,29909.8,0.00811485642946308,0.008082108028452294,0.019370322563155903
2023-10-22,29909.8,30248.0,29640.0,29992.46,22852.54563,29992.46,0.002763642685674972,0.002759830846653565,0.01995026318546774
2023-10-23,29992.46,34741.91,29883.6,33069.99,93513.64246,33069.99,0.10261012267749958,0.09768020786547688,0.037686490594081426
2023-10-24,33069.99,35280.0,32832.34,33922.73,115265.02418,33922.73,0.02578591647593509,0.02545906657086265,0.0359395156437652
2023-10-25,33922.73,35132.85,33679.05,34496.05,54887.02529,34496.05,0.0169007624091575,0.016759533553249224,0.034024193747245794
2023-10-26,34496.05,34824.13,33751.0,34151.66,39744.66255,34151.66,-0.009983461874620403,-0.01003363081588025,0.03687482167575354
2023-10-27,34151.66,34245.0,33390.95,33892.02,32330.40106,33892.02,-0.007602558704320916,-0.00763160546721126,0.038657659981986066
2023-10-28,33892.01,34493.33,33860.0,34081.0,16880.13144,34081.0,0.005575943835746777,0.005560455807826632,0.03879720909373172
2023-10-29,34081.01,34750.11,33930.0,34525.89,20685.52176,34525.89,0.013053901000557477,0.012969433130901344,0.03825132248301767
2023-10-30,34525.88,34856.0,34062.84,34474.73,33657.95976,34474.73,-0.0014817865665446295,-0.0014828854979810758,0.01327099220571797
2023-10-31,34474.74,34720.49,34025.0,34639.77,32737.89822,34639.77,0.004787274621149917,0.004775852062776867,0.010043272776242519
2023-11-01,34639.78,35582.0,34097.39,35421.43,53473.28165,35421.43,0.022565392322177802,0.022314560261213128,0.011473074330639344
2023-11-02,35421.43,35984.99,34300.0,34941.59,48015.57732,34941.59,-0.013546601591183705,-0.013639193957310053,0.012242113418703527
2023-11-03,34941.58,34946.5,34120.0,34716.78,39071.20644,34716.78,-0.006433880083877019,-0.0064546666973641625,0.012074902109109494
2023-11-04,34716.78,35255.0,34585.18,35062.07,18377.55545,35062.07,0.009945910882288134,0.00989677583723088,0.012310608076108287
2023-11-05,35062.06,35380.0,34448.0,35011.88,24528.73376,35011.88,-0.0014314614054447006,-0.0014324869251003767,0.011765367721453052
2023-11-06,35011.89,35276.33,34725.9,35046.09,22346.47086,35046.09,0.00097709691681791,0.0009766198683485855,0.011678460284864734
2023-11-07,35046.09,35888.0,34523.06,35399.12,38688.73692,35399.12,0.010073306323187703,0.010022908737337355,0.012023665351753225
2023-11-08,35399.13,36106.0,35100.0,35624.72,33401.34137,35624.72,0.006373039781779832,0.0063528178351219345,0.008792489229617272
2023-11-09,35624.72,37972.24,35534.05,36701.09,82537.88885,36701.09,0.030214132209319677,0.029766675983155067,0.011868536677290426
2023-11-10,36701.1,37526.0,36324.71,37301.63,43414.04898,37301.63,0.016363001752808914,0.01623057053490802,0.010594413146272928
2023-11-11,37301.63,37408.26,36666.93,37130.0,22984.97235,37130.0,-0.004601139414014854,-0.004611757237879132,0.012019859521788
2023-11-12,37129.99,37222.22,36731.1,37064.13,17687.18874,37064.13,-0.0017740371667116506,-0.0017756126342137468,0.012066602210980833
2023-11-13,37064.13,37417.99,36333.0,36462.93,32798.18252,36462.93,-0.016220534516795504,-0.016353527492521336,0.015147419042850888
2023-11-14,36462.93,36744.0,34800.0,35551.19,45503.68416,35551.19,-0.025004573137704433,-0.0253224983929354,0.018840650189996803
2023-11-15,35551.2,37980.0,35360.0,37858.2,53569.13385,37858.2,0.06489262384747163,0.06287397140001015,0.030880381660055578
2023-11-16,37858.2,37929.54,35500.0,36163.51,47490.39566,36163.51,-0.044764146208747246,-0.04579700167213188,0.035065776259234314
2023-11-17,36163.51,36800.0,35861.1,36613.92,38283.61112,36613.92,0.012454819789339933,0.012377896572665345,0.03476214502925865
2023-11-18,36613.91,36845.49,36178.58,36568.1,17102.24186,36568.1,-0.0012514366120863762,-0.001252220312786142,0.03474575554071478
2023-11-19,36568.11,37500.0,36384.02,37359.86,21246.34648,37359.86,0.021651658139197894,0.021420590373204398,0.03584444936305054
2023-11-20,37359.85,37750.0,36677.0,37448.78,36022.70291,37448.78,0.0023800945720888755,0.0023772666332884944,0.03497520678994111
2023-11-21,37448.79,37649.44,35735.0,35741.65,47646.54804,35741.65,-0.04558573069670091,-0.046657457238005864,0.03853662737552543
2023-11-22,35741.65,37861.1,35632.01,37408.34,45051.30697,37408.34,0.046631590875071405,0.045576998787717926,0.033855723613521814
2023-11-23,37408.35,37653.44,36870.0,37294.28,23827.92882,37294.28,-0.003049052697874255,-0.003053710529443689,0.028092830059142353
2023-11-24,37294.27,38414.0,37251.51,37713.57,44680.80646,37713.57,0.011242742854936427,0.011180012954367782,0.02804109465662254
2023-11-25,37713.57,37888.0,37591.1,37780.67,11396.14464,37780.67,0.001779200431038408,0.0017776195288349984,0.027959433128857177
2023-11-26,37780.67,37814.63,37150.0,37447.43,21264.53723,37447.43,-0.008820383545342092,-0.008859513391713852,0.02730047329908909
2023-11-27,37447.42,37569.23,36707.0,37242.7,30001.07376,37242.7,-0.005467130855174918,-0.005482130309367848,0.02737878721916839
2023-11-28,37242.7,38377.0,36868.41,37818.87,37544.46667,37818.87,0.0154706828452289,0.01535223194675372,0.019075894904129597
2023-11-29,37818.88,38450.0,37570.0,37854.64,32994.19107,37854.64,0.0009458241348827556,0.0009453771250752638,0.008811589101146825
2023-11-30,37854.65,38145.85,37500.0,37723.96,24740.29147,37723.96,-0.0034521527611939273,-0.0034581251896556686,0.008849254486866373
2023-12-01,37723.97,38999.0,37615.86,38682.52,43415.66324,38682.52,0.025409845625962824,0.025092382063089787,0.012336198378016671
2023-12-02,38682.51,39717.14,38641.61,39450.35,26696.92161,39450.35,0.019849534104810163,0.019655100831166433,0.013685373676188575
2023-12-03,39450.35,40250.0,39274.86,39972.26,26710.65335,39972.26,0.013229540422328379,0.013142794289187723,0.01207410479865271
2023-12-04,39972.26,42420.0,39972.26,41991.1,79272.33059,41991.1,0.05050602592898157,0.049271977534901416,0.01776152371380004
2023-12-05,41991.1,44488.0,41414.0,44073.32,67490.74644,44073.32,0.04958717442505667,0.04839691964470645,0.021437090371892238
2023-12-06,44073.82,44297.21,43335.28,43762.69,51431.10492,43762.69,-0.007048028149456376,-0.007072982823143485,0.022925294945815976
2023-12-07,43762.69,44047.33,42821.1,43273.14,47103.26845,43273.14,-0.011186469570312108,-0.011249508685349425,0.024444907952923506
2023-12-08,43273.15,44700.0,43081.1,44170.99,42900.37556,44170.99,0.02074843655902936,0.020536119557329653,0.024337809222419595
2023-12-09,44171.0,44358.02,43584.51,43713.6,24925.97008,43713.6,-0.010354986383596998,-0.010408972260493799,0.02679495749641053
2023-12-10,43713.59,44049.0,43563.0,43789.51,18956.61758,43789.51,0.0017365305076681992,0.0017350244818206502,0.027274271841415603
2023-12-11,43789.5,43804.5,40222.0,41253.4,76663.89804,41253.4,-0.05791592552645597,-0.059660757354924286,0.0329113281162802
2023-12-12,41253.41,42104.12,40680.0,41492.39,42722.69773,41492.39,0.005793219467971067,0.005776503301278852,0.024559527373509756
2023-12-13,41492.38,43475.2,40555.0,42869.03,45865.99773,42869.03,0.033178132182793085,0.032639616880829996,0.029178157066386233
2023-12-14,42869.03,43420.0,41400.0,43022.26,42047.05709,43022.26,0.0035743752541170792,0.0035680023564587876,0.02898453460307298
2023-12-15,43022.26,43080.81,41666.0,41940.3,33421.7932,41940.3,-0.02514884155318664,-0.025470477640977214,0.028574925786473065
2023-12-16,41940.29,42724.43,41605.0,42278.03,24118.85747,42278.03,0.008052636724105389,0.008020387258140575,0.029059713173699837
2023-12-17,42278.02,42424.07,41252.0,41374.65,27722.11452,41374.65,-0.02136759919986808,-0.021599191335207872,0.02955573733692636
2023-12-18,41374.64,42757.81,40542.93,42657.8,46734.0925,42657.8,0.03101295116695857,0.030541766708551847,0.022682087662699166
2023-12-19,42657.8,43497.0,41811.1,42275.99,40927.86444,42275.99,-0.00895053190741213,-0.008990828549252048,0.023274436532804362
2023-12-20,42275.99,44283.0,42206.0,43668.93,48710.2947,43668.93,0.03294872574243679,0.03241755264462973,0.023224817324056065
2023-12-21,43668.92,44242.35,43286.72,43861.8,34624.29384,43861.8,0.004416641305385882,0.004406916568444891,0.0232312283224855
2023-12-22,43861.79,44398.26,43412.54,43969.04,32783.19638,43969.04,0.0024449520995490914,0.0024419680670525194,0.019738290427674318
2023-12-23,43969.04,43988.68,43291.1,43702.16,16557.1293,43702.16,-0.006069725424980743,-0.006088221088727501,0.020318441493834
2023-12-24,43702.15,43946.0,42500.0,42991.5,25144.33496,42991.5,-0.016261438793872096,-0.016395107062850675,0.01928268593265267
2023-12-25,42991.5,43802.32,42720.43,43576.13,27021.23992,43576.13,0.013598734633590404,0.013507101635684676,0.01636801196730223
2023-12-26,43576.12,43592.68,41637.6,42508.93,41010.04282,42508.93,-0.024490472192000512,-0.02479535186467053,0.019108848983860335
2023-12-27,42508.93,43677.0,42098.69,43428.85,36191.21136,43428.85,0.021640629392459365,0.02140979529821103,0.01621009242007702
2023-12-28,43428.86,43787.57,42241.79,42563.76,35150.52485,42563.76,-0.01991970775187457,-0.02012077980823538,0.017495038909312085
2023-12-29,42563.76,43111.0,41300.0,42066.95,42597.18912,42066.95,-0.011672136108276221,-0.011740790238734814,0.017421484812584938
2023-12-30,42066.94,42612.32,41520.3,42140.28,22906.57818,42140.28,0.0017431736790995966,0.0017416561151908701,0.017677204745088063
2023-12-31,42140.29,42899.0,41965.84,42283.58,23585.91603,42283.58,0.0034005469351414686,0.0033947781497301243,0.017153484266795027
2024-01-01,42283.58,44184.1,42180.77,44179.55,27174.29903,44179.55,0.04483939155577654,0.04386318131378095,0.02446699091432117
2024-01-02,44179.55,45879.63,44148.34,44946.91,65146.40661,44946.91,0.017369122139089255,0.01722000317113513,0.02182320418771667
2024-01-03,44946.91,45500.0,40750.0,42845.23,81194.55173,42845.23,-0.04675916542427505,-0.04788769521256018,0.028951197493687127
2024-01-04,42845.23,44729.58,42613.77,44151.1,48038.06334,44151.1,0.030478772082679795,0.03002352150755492,0.02987951160138785
2024-01-05,44151.1,44357.46,42450.0,44145.11,48075.25327,44145.11,-0.00013567045894657959,-0.0001356796630157846,0.02907350281183644
2024-01-06,44145.12,44214.42,43397.05,43968.32,17835.06144,43968.32,-0.00400474707164622,-0.004012787545087865,0.0293358186408548
2024-01-07,43968.32,44480.59,43572.09,43929.02,23023.8508,43929.02,-0.0008938253724500855,-0.000894225072540774,0.029455012451376942
2024-01-08,43929.01,47248.99,43175.0,46951.04,72814.57589,46951.04,0.06879324874536241,0.06653020711240704,0.0355098130794568
2024-01-09,46951.04,47972.0,44748.67,46110.0,69927.66617,46110.0,-0.01791312822889546,-0.018075510415030107,0.03665321196492427
2024-01-10,46110.0,47695.93,44300.36,46653.99,89911.41203,46653.99,0.011797657774886172,0.01172860796383382,0.02895117680778007
2024-01-11,46654.0,48969.48,45606.06,46339.16,87470.3296,46339.16,-0.006748190240534524,-0.006771062230729273,0.02853337619709442
2024-01-12,46339.16,46515.53,41500.0,42782.73,86327.93707,42782.73,-0.07674783056058854,-0.0798528754667809,0.04291600562059453
2024-01-13,42782.74,43257.0,42436.12,42847.99,36118.47464,42847.99,0.0015253818538460973,0.0015242196406752171,0.042959776986690144
2024-01-14,42847.99,43079.0,41720.0,41732.35,28228.40894,41732.35,-0.0260371606696137,-0.02638212870563945,0.04380840796944956
